Unique Product Code,Product name,Brand,Product Group,Stock Availability?,Product URL,Image URL
FIZIHBTP176CEBI00000,SL Classic Bar Tape Celeste Bianchi                                                                 ,Fizik                                             ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/fizik-sl-classic-bar-tape/,
MORGLUBE446000000000,Chain Brush                                                                                         ,Morgan Blue                                       ,LUBES/ OILS/ DEGREASERS                           ,yes,http://www.ribblecycles.co.uk/morgan-blue-chain-brush/,
SELLSADD566WH00LG000,Novus Kit Carbonio Flow Saddle White L                                                              ,Selle Italia                                      ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/selle-italia-novus-kit-carbonio-flow-saddle/,
SISAEFOO537BA000500G,Rego Rapid Recovery Banana 500g                                                                     ,SIS                                               ,ENERGY FOODS                                      ,no,http://www.ribblecycles.co.uk/sis-rego-rapid-recovery/,
TORTBOTC265CBRD00000,Scala Carbon Cage Carbon with Red                                                                   ,Tortec                                            ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/tortec-scala-carbon-cage/,
CAMPELCO220000000000,EPS (Super Record/Record) Interface                                                                 ,Campagnolo                                        ,ELECTRONIC COMPONENTS                             ,yes,http://www.ribblecycles.co.uk/campagnolo-eps-super-record-record-interface/,
TRIVBIKS210BK0000000,Bike Stand - Rear Axle (THV028910) Black                                                            ,Trivio                                            ,BIKE STANDS                                       ,yes,http://www.ribblecycles.co.uk/trivio-bike-stand-rear-axle-thv028910/,
CAMEBOTT255CLCA00000,2015 Podium Chill Bottle 610ml Clear/Carbon                                                         ,Camelbak                                          ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/camelbak-2015-podium-chill-bottle-610ml/,
ENDUZGLA250SI0000000,Shark (3-Lens) Glasses Silver                                                                       ,Endura MTR                                        ,GLASSES                                           ,yes,http://www.ribblecycles.co.uk/endura-shark-3-lens-glasses/,
CHALTYRF291WHBK70X32,Open Grifo 33 Cross Tyre White/Black 700x33mm                                                       ,Charge                                            ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/challenge-open-grifo-33-cross-tyre/,
ELITBOTT512BK0000000,Iceberg Thermal Sports Bottle 650ml Black                                                           ,Elite                                             ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/elite-iceberg-thermal-sports-bottle-650ml/,
SELLHBTP208RD0000000,Smootape Gran Fondo Gel Red                                                                         ,Selle Italia                                      ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/selle-italia-smootape-gran-fondo-gel/,
BBBAZBBS200BK00LG000,Bib Shorts Black L                                                                                  ,BBB                                               ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/bbb-bib-shorts/,
CAMPHUBZ300000000000,Skewers Khamsin Q/Release Rd/Blk (Pr) - QR8-40BFR                                                   ,Campagnolo                                        ,HUB SKEWERS / HUB SPARES                          ,yes,http://www.ribblecycles.co.uk/campagnolo-skewers-khamsin-quick-release-red-black-pr-qr12-khrfr/,
ENDUZSHB140BK00LG000,Hummvee 3/4 Baggy Shorts (w/liner) Black LG                                                         ,Endura MTR                                        ,SHORTS - BAGGY                                    ,yes,http://www.ribblecycles.co.uk/endura-hummvee-3-4-baggy-shorts-w-liner/,
DEDAHBSS7500000090MM,Regolabile 31 Adjustable Handlebar Stem 90mm                                                        ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-regolabile-31-adjustable-handlebar-stem/,
SCHWTYMR200BK0026210,"Black Jack MTB Tyre Black 26 x 2.1""                                                                 ",Schwalbe                                          ,TYRES MTB RIGID                                   ,yes,http://www.ribblecycles.co.uk/schwalbe-black-jack-mtb-tyre/,
POLAHRMZ860000000000,Flowlink                                                                                            ,Polar                                             ,HEART RATE MONITOR SPARES & ACCS                  ,yes,http://www.ribblecycles.co.uk/polar-flowlink/,
CRUDMUDM102BK0000000,RacePac 29er Black                                                                                  ,Crud                                              ,MUDGUARDS MTB                                     ,yes,http://www.ribblecycles.co.uk/crud-racepac-29er/,
OTESEFOO350OR0000000,Energy Gels (20x56g) Orange                                                                         ,OTE Sports                                        ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/ote-sports-energy-gels-20x56g/,
SKSAMUDR206000000045,700c Guards (Bluemels) Black Matt Edition (Pair) 45mm                                               ,SKS                                               ,MUDGUARDS ROAD                                    ,no,http://www.ribblecycles.co.uk/sks-700c-guards-bluemels-black-matt-edition-pair/,
TOPEBAGS2400000LG000,Aero Wedge Seatpack with straps LG                                                                  ,Topeak                                            ,BAGS - SEATPACKS                                  ,yes,http://www.ribblecycles.co.uk/topeak-aero-wedge-seatpack-with-straps/,
SELLSADD392WH0000000,SLR Superflow 130 Saddle White                                                                      ,Selle Italia                                      ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/selle-italia-slr-superflow-130-saddle/,
