name,area,chain,country,rooms,price
"The Tusita Hotel","Jl. Kartika Plaza No 9X, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 85",
"Alam Bali Hotel","Jl. Pratama No. 71, 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Hotel Sorga Cottages","Jl. Poppies I, Gang Sorga Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"POP! Hotel Hardys Singaraja Square","Jl. Surapati No. 12 - 14, 81113 Singaraja, Indonesia","Hotel Chain:
HARRIS Hotels & Resorts",Indonesia,"Hotel Rooms: 149,",
"Risata Bali Resort & Spa","Jl. Wana Segara South Kuta Beach, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 138",
"Rivavi Fashion Hotel","Jl. Melasti No 1, Legian Kuta, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 95",
"Agung And Sue Watering Hole I","Jalan Hang Tuah No. 35-37, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"Bumas Hotel","Jl. Bumi Ayu No 4, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 73",
"ZenRooms Kuta Kubu Anyar 2","Jalan Kubu Anyar, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"The Jimbaran View","Jl. Raya Uluwatu 2000X, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 245",
"Puri Bening Lake Front Hotel","Jalan Puri Bening (STA), Toya Bungkah, 80652 Kubupenlokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Vansari Hotel","Jalan Raya Seminyak No. 31, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Balibbu Guesthouse & Coworking","Jalan Karangsuwung, Gang Asri 2, Pelambingan,Tibubeneng, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Club Bali Family Suites @ Legian Beach","Jalan Werkudara 526, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 50",
"ZEN Premium Ubud Nyuh Bojog","Jalan Raya Bunutan, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Mercure Bali Nusa Dua","Jl. Nusa Dua Selatan, Lot SW 03, Kuta Selatan, 80363 Nusa Dua, Indonesia","Hotel Chain:
Mercure",Indonesia,"Hotel Rooms: 201,,",
"Ibis Styles Bali Benoa","Jalan Pratama No. 57 A, Tanjung Benoa - Nusa Dua, 80361 Nusa Dua, Indonesia","Hotel Chain:
ibis Styles",Indonesia,"Hotel Rooms: 174,",
"Sri Phala Resort & Villa","Jalan By Pass Ngurah Rai 35,Sanur, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 41",
"Ubud Raya Hotel","Jl Raya Sayan, Banjar Sindu, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 23",
"Kuta Lagoon Resort and Pool Villas","Jl. Raya Legian No. 363, Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 82",
"HARRIS Hotel & Residences Riverview - Kuta","Raya Kuta Street No. 62, 80361 Kuta, Indonesia","Hotel Chain:
HARRIS Hotels & Resorts",Indonesia,"Hotel Rooms: 142,",
"Lexington Klapa Resort","Jl Raya Uluwatu, Pecatu Indah Resort New kuta beach I, 80361 Uluwatu, Indonesia","Hotel Chain:
Lexington Collection Worldwide",Indonesia,"Hotel Rooms: 120,",
"Hilton Garden Inn Bali Ngurah Rai Airport","Jalan Airport Ngurah Rai No. 7, Tuban, 80361 Kuta, Indonesia","Hotel Chain:
Hilton Garden Inn",Indonesia,"Hotel Rooms: 291,,",
"Golden Tulip Bay View Hotel & Convention Bali","Jl. Raya Uluwatu, Br. Giri Dharma, Ungasan,, 80364 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 268",
"Maharani Beach Hotel","Jalan Pantai Kuta, Corner Poppies I, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"Seminyak Paradiso Hotel","Jl. Camplung Tanduk (Ex.Jl. Abimanyu) Seminyak, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 36",
"The Visala Boutique Suites Seminyak","Jalan Cendrawasih No. 8, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Indi Hotel","Jalan Danau Buyan No. 33, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 36",
"Shanti Natural Panorama View Hotel","Desa Sambangan - Kecamatan Sukasada - SIngaraja , 80361 Singaraja, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZenRooms Seminyak Gunung Athena","Jalan Gunung Athena No. 15, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Holiday Inn Express Bali Kuta Square","Jl. Ciung Wanara No. 17, Br. Tegal, Kuta, 80361 Kuta, Indonesia","Hotel Chain:
Holiday Inn Express",Indonesia,"Hotel Rooms: 115,,",
"Permana Ubud Cottage","Jalan Bisma Ubud, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"Grand Sinar Indah","Jl. Padma Utara Legian Tengah, Kuta Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 89",
"Lovina Beach Hotel","Desa Kaliasem, 81152 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"favehotel Kuta Kartika Plaza","Jl. Kartika Plaza No. 45X N, 80361 Kuta, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 104,",
"Ramada Bali Sunset Road Kuta","Jl. Sunset Road No. 9, 80361 Kuta, Indonesia","Hotel Chain:
Ramada",Indonesia,"Hotel Rooms: 273,,",
"Troppo Zone Puri Rama Resort Kuta","Jl.Legian - Gg.Troppo Zone, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 82",
"Villa Dua Bintang","Jalan Batugalih, 81152 Munduk, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Taman Rahasia Tropical Sanctuary and Spa","Banjar Penestanan Kaja Sayan, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Bisma Sari Resort","Jalan Bisma No. 77A, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 13",
"Amed Sunset Beach","Jl. I Ketut Natih, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 6",
"Dewi Sinta Hotel and Restaurant","Taman Wisata Tanah Lot, Kediri, Tabanan, 82171 Tanah Lot, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Green Garden Hotel","Jl. Kartika Plaza no.9, Tuban, Kuta, Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Puri Bali Hotel","Jl. Mawar Lovina Kalibukbuk Singaraja, 81119 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 17",
"Lubdhaka Canggu Residence","Jl. Kubu Manyar, Br. Pipitan, Canggu, Bali, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"Legian Village Hotel","Jl. Padma, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 92",
"Inata Hotel Monkey Forest","Jalan Monkey Forest, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"Bali Ayu Hotel & Villas","Jalan Petitenget No. 99 X, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 32",
"Pakel's Bali Villas","Jalan I Ketut Natih, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Palm Garden Bali","Jalan Kesuma Sari no 3, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"Udayana Lodge Denpasar","Jalan Raya Puputan II Blok B3 Renon, 80231 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Alam Sari Hotel Keliki","Jl. Raya Keliki, Tegallalang, 80561 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"The Nest Hotel by Prasanthi","Jalan Pratama 99x, Tanjung Benoa, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 115",
"Puri Nusa Beach Hotel","Pantai Jungut Batu, Nusa Lembongan, 80771 Lembongan, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"The Flora Kuta Bali","Jl. Bakung Sari No.13A, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Laghawa Beach Hotel & Villa","Jalan Danau Tamblingan 51, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 34",
"Bali Chaya Hotel Legian","Jl. Padma Utara, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Suriwathi Hotel","Jalan Sahadewa No. 12 , 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 74",
"Four Points by Sheraton Bali, Kuta","Jalan Benesari Banjar Pengabetan, 80361 Kuta, Indonesia","Hotel Chain:
Four Points by Sheraton",Indonesia,"Hotel Rooms: 185,",
"808 Residence","Jl. Nelayan No. 808, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 9",
"Inata Bisma Resort & Spa Ubud","Jalan Bisma, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 22",
"Watermark Hotel & Spa Bali","Jalan Uluwatu No 88, Kedonganan, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 143",
"Lesong Hotel and Restaurant","Banjar Gesing 2, Desa Gesing, 81152 Munduk, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Mercure Resort Sanur","Jalan Mertasari, P.O Box 3476, 80034 Sanur, Indonesia","Hotel Chain:
Mercure",Indonesia,"Hotel Rooms: 189,,",
"Tetirah Boutique Hotel","Jl. Suweta, Lorong Madya, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 16",
"Primera Hotel Seminyak","Jalan Camplung Tanduk no.9A, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 251",
"Sing Ken Ken Lifestyle Boutique Hotel","Jl. Arjuna No 1 Double Six, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 80",
"OK Divers Resort & Spa","Jl. Silayukti 6, 80872 Padangbai, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Sinar Bali","Jl. Padma Utara, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"The Colony Hotel Bali","Jl. Laksmana No.22, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"The Salak Hotel","Jalan Gunung Salak No 78, 80117 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 72",
"Hotel Tugu Bali","Jl Pantai Batu Bolong, Canggu Beach, Bali, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 21",
"Aston Denpasar Hotel & Convention","Jl. Gatot Subroto Barat No. 283, 80118 Denpasar, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 215,",
"RaBaSTa Angkul Angkul Beach Inn Kuta","Jl. Ciung Wanara no 21, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"Puri Dalem Hotel","Jalan Hangtuah No. 23, Sanur, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 42",
"Svarna Hotel","Jl. Danau Tamblingan No. 50,, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"The Radiant Hotel & Spa","Jl. Puri Grenceng No 46 Tuban, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 53",
"Grand Ixora Kuta Resort","Jalan Kartika Plaza No. 92, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 134",
"Home@36 Condotel","Discovery Shopping Mall, Jl. Kartika Plaza, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 69",
"Ohana Hotel Kuta","Jalan Kubu Anyar No. 20, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 83",
"Radha Bali Hotel","Jalan Kartika Plaza Gang Puspa Ayu no. 2, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"D'Bulakan Boutique Resort Ubud","Jl. Raya Kedewatan, Ubud, Gianyar, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Mimpi Resort Tulamben","Jalan Raya Tulamben, 80852 Tulamben, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"Hotel Suma","Jalan Laviana, Kalibukbuk, 81152 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 26",
"Adi Dharma Cottages","Jl. Legian 155, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 37",
"Yulia Beach Inn Kuta","Jl. Pantai Kuta No 43 Kuta Bali Indonesia, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"Bakung Beach Resort","Jl. Kartika Plaza, Gang Samudera - Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 90",
"Nesa Sanur Bali","Jalan Danau Tamblingan No. 144, 80277 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Bintang Kuta Bali","Jalan Kartika Plaza, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 168",
"Dewi Sri Hotel","Jalan Legian, Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 101",
"Hotel Santika Siligita Nusa Dua","Jalan Pintas Siligita 3A Banjar Peminge Nusa Dua, 80361 Nusa Dua, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 153,",
"Yulia Village Inn Ubud","Jalan Monkey Forest, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"Kuta Station Hotel and Spa","Jalan Kartika Plaza 8x, Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 132",
"Ping Hotel Seminyak Bali","Jalan Camplung Tanduk No 28, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 51",
"The Sun Hotel & Spa Legian","Jl. Melasti, Lebak Bena 123 Legian, Kuta, Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 153",
"Aquarius Star Hotel","Jl. Legian 116, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Swiss-Belinn Legian","Jl. Padma Utara, 80361 Legian, Indonesia","Hotel Chain:
Swiss-Belhotel International",Indonesia,"Hotel Rooms: 123,",
"J4 Hotels Legian","Jl. Raya Legian 74, Banjar Pengabetan, Kuta Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 200",
"Starlight Hotel Lovina","Lovina Beach, Banyualit, Kalibukbuk, 80361 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 7",
"Adhi Jaya Hotel","Jalan Kartika Plaza , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 75",
"Kutabex Beachfront Hotel","Jl. Pantai Kuta, Br. Pande Mas, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 101",
"Fourteen Roses Legian","Jalan Legian No 153, Kuta, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 55",
"Nusa Dua Beach Hotel & Spa, Bali","Kawasan Pariwisata Nusa Dua, Lot North 4, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 382",
"Sun Island Hotel Legian","Jl. Legian No. 123, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 107",
"The Kuta Beach Heritage Hotel","Jalan Pantai Kuta Br. Pande Mas Badung , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 149",
"Ananta Legian Hotel","Jalan Werkudara No 539, Legian - Seminyak, Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 175",
"Grand Whiz Hotel Nusa Dua Bali","Kawasan BTDC Nusa Dua Blok T, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 126",
"Harper Kuta Hotel","Jl. Legian No. 73, 80361 Legian, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 149,",
"Abian Harmony Hotel","Jalan Danau Tamblingan No.192, 80222 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 69",
"The Bandha Hotel and Suites","Jalan Padma Utara, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 90",
"Griya Santrian a Beach Resort","Jl. Danau Tamblingan 47, 80228 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 128",
"Horison Seminyak Bali","Jl. Arjuna (Pantai Double Six), Seminyak , 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 153",
"Sol Beach House Benoa Bali All Inclusive by Melia Hotels International","Jalan Pratama, 80363 Nusa Dua, Indonesia","Hotel Chain:
Sol Beach House",Indonesia,"Hotel Rooms: 128,",
"Mercure Bali Legian","Jalan Legian No. 328 , 80361 Legian, Indonesia","Hotel Chain:
Mercure",Indonesia,"Hotel Rooms: 321,,",
"Ossotel Legian","Jalan Padma Utara, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 66",
"Padmasari Resort Lovina","Jalan Raya Seririt Singaraja, 81151 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"Kuta Beach Club","Jl. Singosari No. 81 Kuta, Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 100",
