identifier,name,price,url,brand,category,image_url,stock
PYAB,Abby Wig by Paula Young (A),79,http://www.naturalimagewigs.co.uk/Abby-MP-A.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Abbey_Sept_T2.jpg,in stock
PYAB/L,Abby Wig by Paula Young (L),79,http://www.naturalimagewigs.co.uk/Abby-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Abbey_Sept_T2.jpg,in stock
PYAB/MP,Abby Wig by Paula Young (MP),79,http://www.naturalimagewigs.co.uk/Abby-Wig-by-Paula-Young-MP.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Abbey_Sept_T2.jpg,in stock
PYAB/P,Abby Wig by Paula Young (P),79,http://www.naturalimagewigs.co.uk/Abby-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Abbey_Sept_T2.jpg,in stock
ABIG01,Abigail Wig by Paula Young,75,http://www.naturalimagewigs.co.uk/Abigail-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A8193_5060H_Abigail_2470_opt.png,in stock
PYAD,Adelaide Wig by Paula Young (A),95,http://www.naturalimagewigs.co.uk/Adelaide-ADEL.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/adelaide_t1.jpg,in stock
PYAD/L,Adelaide Wig by Paula Young (L),95,http://www.naturalimagewigs.co.uk/Adelaide-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/adelaide_t1.jpg,in stock
PYAD/P,Adelaide Wig by Paula Young (P),95,http://www.naturalimagewigs.co.uk/Adelaide-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/adelaide_t1.jpg,in stock
ALE,Alex Wig by Natural Image,90,http://www.naturalimagewigs.co.uk/Alex-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/alex_t-01.jpg,in stock
PYALE/A,Alex Wig by Paula Young,60,http://www.naturalimagewigs.co.uk/Alex.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/alex%20thumbnail.jpg,in stock
ALX/P,Alexis Wig By Joan Collins,95,http://www.naturalimagewigs.co.uk/Alexis-Wig-By-Joan-Collins.html,Dynasty Hairstyles by Joan Collins,Wigs,http://www.naturalimagewigs.co.uk/images/T/jc_alexis_t.jpg,in stock
NA,Alice Wig by Jacqueline,79,http://www.naturalimagewigs.co.uk/Alice.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Alice_04-th.jpg,in stock
PYALS/A,Allison Lace Front Wig by Paula Young,89,http://www.naturalimagewigs.co.uk/Allison.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/alison_t.jpg,in stock
PYAU,Allure Wig by Paula Young (A),79,http://www.naturalimagewigs.co.uk/Allure-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A5010_Allure-thumb.jpg,in stock
PYAU/L,Allure Wig by Paula Young (L) ,79,http://www.naturalimagewigs.co.uk/Allure-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A5010_Allure-thumb.jpg,in stock
ALW,Always Wig by Raquel Welch,120,http://www.naturalimagewigs.co.uk/Always-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/always_t.jpg,in stock
2536,Alyssa Wig by Amore,207,http://www.naturalimagewigs.co.uk/Alyssa-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Alyssa%20T.jpeg,in stock
AMA/A,Amanda Wig By Joan Collins,39,http://www.naturalimagewigs.co.uk/Amanda-Wig-By-Joan-Collins.html,Dynasty Hairstyles by Joan Collins,Wigs,http://www.naturalimagewigs.co.uk/images/T/jc_amanda_p.jpg,in stock
PYAMZ,Amaze Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Amaze-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/amaze-th.jpg,in stock
PYANG,Angel Wig by Paula Young (A),85,http://www.naturalimagewigs.co.uk/Angel.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpnppZf1.png,in stock
PYANG/L,Angel Wig by Paula Young (L),85,http://www.naturalimagewigs.co.uk/Angel-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpnppZf1.png,in stock
PYANG/P,Angel Wig by Paula Young (P),85,http://www.naturalimagewigs.co.uk/Angel-Wig-by-Paula-Young-P.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmpnppZf1.png,in stock
ANGE,Angelica Wig by Noriko,158.8,http://www.naturalimagewigs.co.uk/Angelica-Wig-by-Noriko.html,Noriko,Wigs,http://www.naturalimagewigs.co.uk/images/T/angelica_t.jpg,in stock
ANG,Angelique Wig by Natural Image,89,http://www.naturalimagewigs.co.uk/Angelique.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/angelique_t.jpg,in stock
APR/A,April Wig by Natural Image,79,http://www.naturalimagewigs.co.uk/April-Wig.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/April_t-01.jpg,in stock
ARR,Arrival Wig by Natural Image,110,http://www.naturalimagewigs.co.uk/Arrival-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/arrival_t.jpg,in stock
ARU,Aruba Wig by Jacqueline,79,http://www.naturalimagewigs.co.uk/Aruba.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Aruba_581-th.jpg,in stock
APE,Aspire Wig by Natural Image,39,http://www.naturalimagewigs.co.uk/Aspire-Wig.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/aspire_t.jpg,in stock
AST,Asset Wig by Natural Image,80,http://www.naturalimagewigs.co.uk/Asset-wig.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/asset_t.jpg,in stock
AT,Athens Wig by Jacqueline,75,http://www.naturalimagewigs.co.uk/Athens.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Athens_790-th.jpg,in stock
ATL,Atlantis Wig by Jacqueline,79,http://www.naturalimagewigs.co.uk/Atlantis.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Atlantisc_884-th.jpg,in stock
ATTE,Attention Wig by Natural Image,110,http://www.naturalimagewigs.co.uk/Attention-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/attention_t_alt.jpg,in stock
ATR/P,Attract Wig by Natural Image,179,http://www.naturalimagewigs.co.uk/Attract-Wig-by-Natural-Image.html,Inspired,Wigs,http://www.naturalimagewigs.co.uk/images/T/attrac_t.jpg,in stock
PYAUB/A,Aubree Wig by Paula Young,65,http://www.naturalimagewigs.co.uk/Aubree-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/2014-01-py-aubree-th.jpg,in stock
AVE,Avery Wig by Noriko,145,http://www.naturalimagewigs.co.uk/Avery-Wig-by-Noriko.html,Noriko,Wigs,http://www.naturalimagewigs.co.uk/images/T/avery_t.jpg,in stock
KIT/BASIC,Basic Care Kit for Wigs,14,http://www.naturalimagewigs.co.uk/Basic-Care-Kit-for-Wigs.html,Aftercare,Wigs,http://www.naturalimagewigs.co.uk/images/T/Basic%20Kit%20for%20web%20thumb.jpg,in stock
Z6312,Beauty Wig by Especially Yours,49,http://www.naturalimagewigs.co.uk/Beauty-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/xctmp4cPNvS.png,in stock
BECK04/A,Becka Wig by Paula Young,110,http://www.naturalimagewigs.co.uk/Becka-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/HONEYBROWN_BECKA-150-150WEB-01.jpg,in stock
BLVE,Believe Wig by Natural Image,149,http://www.naturalimagewigs.co.uk/Believe-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/believe_t.jpg,in stock
BELL04/A,Belle Whisperlite Wig by Paula Young Wigs,69,http://www.naturalimagewigs.co.uk/Belle-Whisperlite-Wig-by-Paula-Young-Wigs.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/belle_t.jpg,in stock
z2514/A,Bernadette Wig by Especially Yours,85,http://www.naturalimagewigs.co.uk/Bernadette-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/thumb_3.jpg,in stock
PYBE,Beth Wig by Paula Young (A),75,http://www.naturalimagewigs.co.uk/Beth.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Beth_Sept_T.jpg,in stock
PYBE/L,Beth Wig by Paula Young (L) ,75,http://www.naturalimagewigs.co.uk/Beth-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Beth_Sept_T.jpg,in stock
BEV,Beverley Wig by Hot Hair,120,http://www.naturalimagewigs.co.uk/Beverley-Wig-by-Hothair.html,Hothair,Wigs,http://www.naturalimagewigs.co.uk/images/T/beverley_new_t.jpg,in stock
z1538/A,Blair Wig by Especially Yours,49,http://www.naturalimagewigs.co.uk/Blair-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/BLAIR-THUMB.jpg,in stock
PYBV,Blended Vikki Wig by Paula Young,89,http://www.naturalimagewigs.co.uk/Blended-Vikki-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A4555_BLENDEDVIKKI-thumb%23.jpg,in stock
BL/P,Bliss Wig by Natural Image,179,http://www.naturalimagewigs.co.uk/Bliss.html,Inspired,Wigs,http://www.naturalimagewigs.co.uk/images/T/bliss_t-01.jpg,in stock
BBI,Bobbi Wig by Hot Hair,52,http://www.naturalimagewigs.co.uk/Bobbi-Wig-by-Hot-Hair.html,Hothair,Wigs,http://www.naturalimagewigs.co.uk/images/T/bobbi_new_t.jpg,in stock
BDX,Bordeaux Wig by Jacqueline,39,http://www.naturalimagewigs.co.uk/Bordeaux.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/bordeaux_t.jpg,in stock
BQ,Bouquet Wig by Natural Image,89,http://www.naturalimagewigs.co.uk/Bouquet-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/buquet_t.jpg,in stock
PYBHWH,Braided Headband with Hair by Paula Young,39,http://www.naturalimagewigs.co.uk/Braided-Headband-with-Hair.html,Paula Young,Hairpieces,http://www.naturalimagewigs.co.uk/images/T/t_braidedheadband.jpg,in stock
2503,Brandi Wig by Amore,252,http://www.naturalimagewigs.co.uk/Brandi-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Brandi%20T.jpeg,in stock
BRV,Bravo Human Hair Wig by Raquel Welch,750,http://www.naturalimagewigs.co.uk/Bravo-Human-Hair-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/bravo%20thumb.jpg,in stock
PYBRA,Bravo Wig by Paula Young,79,http://www.naturalimagewigs.co.uk/Bravo-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Bravo_Sept_T.jpg,in stock
BREE,Bree Wig by Noriko at Natural Image Wigs,138,http://www.naturalimagewigs.co.uk/Bree-Wig-by-Noriko-at-Natural-Image-Wigs.html,Noriko,Wigs,http://www.naturalimagewigs.co.uk/images/T/bree_t.jpg,in stock
ZBR,Breeze Wig by Natural Image,90,http://www.naturalimagewigs.co.uk/Breeze-by-Natural-Image-Wigs.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/breeze_ni_t.jpg,in stock
PYBRZ/A,Breeze Wig by Paula Young,58,http://www.naturalimagewigs.co.uk/Breeze.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/breeze_t.jpg,in stock
BRZ,Breeze Wig by Raquel Welch,110,http://www.naturalimagewigs.co.uk/Breeze-Wig-by-Raquel-Welch.html,Raquel Welch,Wigs,http://www.naturalimagewigs.co.uk/images/T/RW_Breeze_t.jpg,in stock
z9018/A,Brenna Wig by Especially Yours,59,http://www.naturalimagewigs.co.uk/Brenna-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/BRENNA-THUMB.jpg,in stock
ZHT29,Brigette by Hot Hair,85,http://www.naturalimagewigs.co.uk/Brigette-by-Hot-Hair.html,Hothair,Hairpieces,http://www.naturalimagewigs.co.uk/images/T/bridget_t.jpg,in stock
2538,Brittany Wig by Amore,226.5,http://www.naturalimagewigs.co.uk/Brittany-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Brittany%20T.jpeg,in stock
PYBR,Brittany Wig by Paula Young (A),80,http://www.naturalimagewigs.co.uk/Brittany.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/brittany_t-01.jpg,in stock
PYBR/L,Brittany Wig by Paula Young (L),80,http://www.naturalimagewigs.co.uk/Brittany-Wig-by-Paula-Young-L.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/brittany_t-01.jpg,in stock
PYBU,Brussels Wig by Paula Young (A),85,http://www.naturalimagewigs.co.uk/Brussels.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/brussels_t-01.jpg,in stock
PYCAA,Calla Wig by Paula Young,120,http://www.naturalimagewigs.co.uk/Calla-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A4535-CALLA-thumb.jpg,in stock
PYCLM/A,Calm Wig by Paula Young,89,http://www.naturalimagewigs.co.uk/Calm-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/py-calm1-th.jpg,in stock
CAME,Camellia Wig by Jacqueline ,69,http://www.naturalimagewigs.co.uk/Camellia-by-Jacqueline.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/camelia_t-01.jpg,in stock
CAP,Capri Wig by Jacqueline (A),85,http://www.naturalimagewigs.co.uk/Capri-CAP.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Capri_38-th.jpg,in stock
CAP/P,Capri Wig by Jacqueline (P),85,http://www.naturalimagewigs.co.uk/Capri-Wig-by-Jacqueline-A.html,Jacqueline,Wigs,http://www.naturalimagewigs.co.uk/images/T/Capri_38-th.jpg,in stock
CARA,Cara Wig by Natural Image,179,http://www.naturalimagewigs.co.uk/Cara-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/cara_t.jpg,in stock
1674,Carrie Wig by Noriko,106,http://www.naturalimagewigs.co.uk/Carrie-Wig-by-Noriko.html,Noriko,Wigs,http://www.naturalimagewigs.co.uk/images/T/carrie_t.jpg,in stock
CARR03/A,Carrie Wig by Paula Young,65,http://www.naturalimagewigs.co.uk/Carrie-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/CARRIE-150-150WEB-01.jpg,in stock
CARS01/A,Carson Wig by Paula Young,69,http://www.naturalimagewigs.co.uk/Carson-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/carson-th.jpg,in stock
CART01/A,Carter Wig by Paula Young,69,http://www.naturalimagewigs.co.uk/Carter-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/carter-th.jpg,in stock
PYCAS/A,Casey Wig by Paula Young,65,http://www.naturalimagewigs.co.uk/Casey-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/A3433-CASY-THUMB.jpg,in stock
2611,Cassidy Wig by Amore,290.5,http://www.naturalimagewigs.co.uk/Cassidy-Wig-by-Amore.html,Amore,Wigs,http://www.naturalimagewigs.co.uk/images/T/Cassidy%20T.jpeg,in stock
z7665/A,Cecilia Wig by Especially Yours,69,http://www.naturalimagewigs.co.uk/Cecilia-Wig-by-Especially-Yours.html,Especially Yours,Wigs,http://www.naturalimagewigs.co.uk/images/T/CECILIA-THUMB.jpg,in stock
CELE/A,Celebration Wig by Natural Image,95,http://www.naturalimagewigs.co.uk/Celebration-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/celebration_t.jpg,in stock
PYCEL,Celebrity Wig by Paula Young (A),99,http://www.naturalimagewigs.co.uk/Celebrity-Wig-by-Paula-Young.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Celebrity_Sept_T.jpg,in stock
PYCEL/P,Celebrity Wig by Paula Young (P),99,http://www.naturalimagewigs.co.uk/Celebrity.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/Celebrity_Sept_T.jpg,in stock
CLN,Celine Wig by Natural Image,85,http://www.naturalimagewigs.co.uk/Celine-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/celine_t.jpg,in stock
CNE/P,Chance Wig by Natural Image,195,http://www.naturalimagewigs.co.uk/Chance.html,Inspired,Wigs,http://www.naturalimagewigs.co.uk/images/T/chance_t-01.jpg,in stock
CHL,Chanelle Wig by Natural Image,115,http://www.naturalimagewigs.co.uk/Chanelle-Wig-by-Natural-Image.html,Natural Image,Wigs,http://www.naturalimagewigs.co.uk/images/T/chanelle_t.jpg,in stock
PYCHA,Chantal Wig by Paula Young (A),95,http://www.naturalimagewigs.co.uk/Chantal.html,Paula Young,Wigs,http://www.naturalimagewigs.co.uk/images/T/chantal_t.jpg,in stock
